05.12.2019 14:13:120	2016 ms	Event	BKN230-24-MOD-BAC	v 22.2.0.20
05.12.2019 14:35:29	1349549 ms	Event	controller	Output changed to 0
05.12.2019 14:35:31	1351964 ms	Info	Input	Input OPEN changed to 0
05.12.2019 14:35:45	1365545 ms	Info	Input	Input CLOSED changed to 1
05.12.2019 14:38:36	1538084 ms	Event	Modbus App	Forced Control changed to 1
05.12.2019 14:38:36	1538135 ms	Event	controller	Output changed to 1
05.12.2019 14:38:43	1545413 ms	Info	Input	Input CLOSED changed to 0
05.12.2019 14:39:27	1589974 ms	Info	Input	Input OPEN changed to 1
05.12.2019 14:41:43	1726518 ms	Event	Modbus App	Forced Control changed to 2
05.12.2019 14:41:43	1726535 ms	Event	controller	Output changed to 0
05.12.2019 14:41:45	1728945 ms	Info	Input	Input OPEN changed to 0
05.12.2019 14:41:59	1742511 ms	Info	Input	Input CLOSED changed to 1
05.12.2019 14:44:50	1915111 ms	Event	Modbus App	Forced Control changed to 1
05.12.2019 14:44:50	1915122 ms	Event	controller	Output changed to 1
05.12.2019 14:44:57	1922385 ms	Info	Input	Input CLOSED changed to 0
05.12.2019 14:45:41	1966964 ms	Info	Input	Input OPEN changed to 1
05.12.2019 14:47:57	2103590 ms	Event	Modbus App	Forced Control changed to 2
05.12.2019 14:47:57	2103622 ms	Event	controller	Output changed to 0
05.12.2019 14:47:59	2106032 ms	Info	Input	Input OPEN changed to 0
05.12.2019 14:48:13	2119598 ms	Info	Input	Input CLOSED changed to 1
05.12.2019 14:51:04	2292106 ms	Event	Modbus App	Forced Control changed to 1
05.12.2019 14:51:04	2292109 ms	Event	controller	Output changed to 1
05.12.2019 14:51:11	2299382 ms	Info	Input	Input CLOSED changed to 0
05.12.2019 14:51:55	2343958 ms	Info	Input	Input OPEN changed to 1
05.12.2019 14:54:11	2480631 ms	Event	Modbus App	Forced Control changed to 2
05.12.2019 14:54:11	2480710 ms	Event	controller	Output changed to 0
05.12.2019 14:54:13	2483118 ms	Info	Input	Input OPEN changed to 0
05.12.2019 14:54:27	2496685 ms	Info	Input	Input CLOSED changed to 1
05.12.2019 14:57:18	2669121 ms	Event	Modbus App	Forced Control changed to 1
05.12.2019 14:57:18	2669195 ms	Event	controller	Output changed to 1
05.12.2019 14:57:25	2676467 ms	Info	Input	Input CLOSED changed to 0
05.12.2019 14:58:09	2721025 ms	Info	Input	Input OPEN changed to 1
05.12.2019 15:00:25	2857607 ms	Event	Modbus App	Forced Control changed to 2
05.12.2019 15:00:25	2857696 ms	Event	controller	Output changed to 0
05.12.2019 15:00:27	2860104 ms	Info	Input	Input OPEN changed to 0
05.12.2019 15:00:41	2873676 ms	Info	Input	Input CLOSED changed to 1
05.12.2019 15:03:32	3046156 ms	Event	Modbus App	Forced Control changed to 1
05.12.2019 15:03:32	3046181 ms	Event	controller	Output changed to 1
05.12.2019 15:03:39	3053444 ms	Info	Input	Input CLOSED changed to 0
05.12.2019 15:04:23	3098003 ms	Info	Input	Input OPEN changed to 1
05.12.2019 15:06:39	3234624 ms	Event	Modbus App	Forced Control changed to 2
05.12.2019 15:06:39	3234683 ms	Event	controller	Output changed to 0
05.12.2019 15:06:41	3237088 ms	Info	Input	Input OPEN changed to 0
05.12.2019 15:06:55	3250659 ms	Info	Input	Input CLOSED changed to 1
05.12.2019 15:09:46	3423200 ms	Event	Modbus App	Forced Control changed to 1
05.12.2019 15:09:46	3423269 ms	Event	controller	Output changed to 1
05.12.2019 15:09:53	3430538 ms	Info	Input	Input CLOSED changed to 0
05.12.2019 15:10:37	3475131 ms	Info	Input	Input OPEN changed to 1
05.12.2019 15:12:53	3611634 ms	Event	Modbus App	Forced Control changed to 2
05.12.2019 15:12:53	3611670 ms	Event	controller	Output changed to 0
05.12.2019 15:12:55	3614081 ms	Info	Input	Input OPEN changed to 0
05.12.2019 15:13:09	3627652 ms	Info	Input	Input CLOSED changed to 1
05.12.2019 15:16:00	3800170 ms	Event	Modbus App	Forced Control changed to 1
05.12.2019 15:16:00	3800257 ms	Event	controller	Output changed to 1
05.12.2019 15:16:09	3808957 ms	Info	Input	Input CLOSED changed to 0
05.12.2019 15:16:53	3853565 ms	Info	Input	Input OPEN changed to 1
05.12.2019 15:19:07	3988739 ms	Event	Modbus App	Forced Control changed to 2
05.12.2019 15:19:07	3988758 ms	Event	controller	Output changed to 0
05.12.2019 15:19:09	3991168 ms	Info	Input	Input OPEN changed to 0
05.12.2019 15:19:23	4004739 ms	Info	Input	Input CLOSED changed to 1
05.12.2019 15:22:14	4177257 ms	Event	Modbus App	Forced Control changed to 1
05.12.2019 15:22:14	4177345 ms	Event	controller	Output changed to 1
05.12.2019 15:22:21	4184588 ms	Info	Input	Input CLOSED changed to 0
05.12.2019 15:23:05	4229201 ms	Info	Input	Input OPEN changed to 1
05.12.2019 15:25:21	4365761 ms	Event	Modbus App	Forced Control changed to 2
05.12.2019 15:25:21	4365844 ms	Event	controller	Output changed to 0
05.12.2019 15:25:23	4368254 ms	Info	Input	Input OPEN changed to 0
05.12.2019 15:25:37	4381825 ms	Info	Input	Input CLOSED changed to 1
05.12.2019 15:28:28	4554241 ms	Event	Modbus App	Forced Control changed to 1
05.12.2019 15:28:28	4554329 ms	Event	controller	Output changed to 1
05.12.2019 15:28:37	4563029 ms	Info	Input	Input CLOSED changed to 0
05.12.2019 15:29:21	4607637 ms	Info	Input	Input OPEN changed to 1
05.12.2019 15:31:35	4742739 ms	Event	Modbus App	Forced Control changed to 2
05.12.2019 15:31:35	4742830 ms	Event	controller	Output changed to 0
05.12.2019 15:31:37	4745236 ms	Info	Input	Input OPEN changed to 0
05.12.2019 15:31:51	4758806 ms	Info	Input	Input CLOSED changed to 1
05.12.2019 15:34:43	4932295 ms	Event	Modbus App	Forced Control changed to 1
05.12.2019 15:34:43	4932318 ms	Event	controller	Output changed to 1
05.12.2019 15:34:50	4939566 ms	Info	Input	Input CLOSED changed to 0
05.12.2019 15:35:34	4984175 ms	Info	Input	Input OPEN changed to 1
05.12.2019 15:37:50	5120748 ms	Event	Modbus App	Forced Control changed to 2
05.12.2019 15:37:50	5120819 ms	Event	controller	Output changed to 0
05.12.2019 15:37:52	5123229 ms	Info	Input	Input OPEN changed to 0
05.12.2019 15:38:06	5136800 ms	Info	Input	Input CLOSED changed to 1
05.12.2019 15:40:57	5309284 ms	Event	Modbus App	Forced Control changed to 1
05.12.2019 15:40:57	5309305 ms	Event	controller	Output changed to 1
05.12.2019 15:41:04	5316569 ms	Info	Input	Input CLOSED changed to 0
05.12.2019 15:41:48	5361183 ms	Info	Input	Input OPEN changed to 1
05.12.2019 15:44:04	5497776 ms	Event	Modbus App	Forced Control changed to 2
05.12.2019 15:44:04	5497806 ms	Event	controller	Output changed to 0
05.12.2019 15:44:06	5500212 ms	Info	Input	Input OPEN changed to 0
05.12.2019 15:44:20	5513773 ms	Info	Input	Input CLOSED changed to 1
05.12.2019 15:47:11	5686319 ms	Event	Modbus App	Forced Control changed to 1
05.12.2019 15:47:11	5686394 ms	Event	controller	Output changed to 1
05.12.2019 15:47:18	5693658 ms	Info	Input	Input CLOSED changed to 0
05.12.2019 15:48:02	5738265 ms	Info	Input	Input OPEN changed to 1
05.12.2019 15:50:18	5874794 ms	Event	Modbus App	Forced Control changed to 2
05.12.2019 15:50:18	5874797 ms	Event	controller	Output changed to 0
05.12.2019 15:50:20	5877203 ms	Info	Input	Input OPEN changed to 0
05.12.2019 15:50:34	5890764 ms	Info	Input	Input CLOSED changed to 1
05.12.2019 15:53:25	6063349 ms	Event	Modbus App	Forced Control changed to 1
05.12.2019 15:53:25	6063384 ms	Event	controller	Output changed to 1
05.12.2019 15:53:32	6070653 ms	Info	Input	Input CLOSED changed to 0
05.12.2019 15:54:16	6115266 ms	Info	Input	Input OPEN changed to 1
05.12.2019 15:56:32	6251855 ms	Event	Modbus App	Forced Control changed to 2
05.12.2019 15:56:32	6251885 ms	Event	controller	Output changed to 0
05.12.2019 15:56:34	6254291 ms	Info	Input	Input OPEN changed to 0
05.12.2019 15:56:48	6267856 ms	Info	Input	Input CLOSED changed to 1
05.12.2019 15:59:39	6440301 ms	Event	Modbus App	Forced Control changed to 1
05.12.2019 15:59:39	6440372 ms	Event	controller	Output changed to 1
05.12.2019 15:59:46	6447610 ms	Info	Input	Input CLOSED changed to 0
05.12.2019 16:00:30	6492224 ms	Info	Input	Input OPEN changed to 1
05.12.2019 16:02:46	6628859 ms	Event	Modbus App	Forced Control changed to 2
05.12.2019 16:02:46	6628873 ms	Event	controller	Output changed to 0
05.12.2019 16:02:48	6631278 ms	Info	Input	Input OPEN changed to 0
05.12.2019 16:03:02	6644844 ms	Info	Input	Input CLOSED changed to 1
05.12.2019 16:05:53	6817361 ms	Event	Modbus App	Forced Control changed to 1
05.12.2019 16:05:53	6817460 ms	Event	controller	Output changed to 1
05.12.2019 16:06:00	6824728 ms	Info	Input	Input CLOSED changed to 0
05.12.2019 16:06:44	6869340 ms	Info	Input	Input OPEN changed to 1
05.12.2019 16:09:00	7005863 ms	Event	Modbus App	Forced Control changed to 2
05.12.2019 16:09:00	7005960 ms	Event	controller	Output changed to 0
05.12.2019 16:09:02	7008365 ms	Info	Input	Input OPEN changed to 0
05.12.2019 16:09:16	7021931 ms	Info	Input	Input CLOSED changed to 1
05.12.2019 16:12:07	7194336 ms	Event	Modbus App	Forced Control changed to 1
05.12.2019 16:12:07	7194347 ms	Event	controller	Output changed to 1
05.12.2019 16:12:14	7201610 ms	Info	Input	Input CLOSED changed to 0
05.12.2019 16:12:58	7246223 ms	Info	Input	Input OPEN changed to 1
05.12.2019 16:15:14	7382843 ms	Event	Modbus App	Forced Control changed to 2
05.12.2019 16:15:14	7382847 ms	Event	controller	Output changed to 0
05.12.2019 16:15:16	7385262 ms	Info	Input	Input OPEN changed to 0
05.12.2019 16:15:30	7398828 ms	Info	Input	Input CLOSED changed to 1
05.12.2019 16:18:21	7571323 ms	Event	Modbus App	Forced Control changed to 1
05.12.2019 16:18:21	7571334 ms	Event	controller	Output changed to 1
05.12.2019 16:18:28	7578597 ms	Info	Input	Input CLOSED changed to 0
05.12.2019 16:19:12	7623210 ms	Info	Input	Input OPEN changed to 1
05.12.2019 16:21:28	7759835 ms	Event	Modbus App	Forced Control changed to 2
05.12.2019 16:21:28	7759935 ms	Event	controller	Output changed to 0
05.12.2019 16:21:30	7762342 ms	Info	Input	Input OPEN changed to 0
05.12.2019 16:21:44	7775904 ms	Info	Input	Input CLOSED changed to 1
05.12.2019 16:24:35	7948378 ms	Event	Modbus App	Forced Control changed to 1
05.12.2019 16:24:35	7948419 ms	Event	controller	Output changed to 1
05.12.2019 16:24:42	7955687 ms	Info	Input	Input CLOSED changed to 0
05.12.2019 16:25:26	8000304 ms	Info	Input	Input OPEN changed to 1
05.12.2019 16:27:42	8136935 ms	Event	Modbus App	Forced Control changed to 2
05.12.2019 16:27:42	8137020 ms	Event	controller	Output changed to 0
05.12.2019 16:27:44	8139421 ms	Info	Input	Input OPEN changed to 0
05.12.2019 16:27:58	8152992 ms	Info	Input	Input CLOSED changed to 1
05.12.2019 16:30:49	8325356 ms	Event	Modbus App	Forced Control changed to 1
05.12.2019 16:30:49	8325407 ms	Event	controller	Output changed to 1
05.12.2019 16:30:56	8332690 ms	Info	Input	Input CLOSED changed to 0
05.12.2019 16:31:40	8377304 ms	Info	Input	Input OPEN changed to 1
05.12.2019 16:33:56	8513892 ms	Event	Modbus App	Forced Control changed to 2
05.12.2019 16:33:56	8513907 ms	Event	controller	Output changed to 0
05.12.2019 16:33:58	8516319 ms	Info	Input	Input OPEN changed to 0
05.12.2019 16:34:12	8529886 ms	Info	Input	Input CLOSED changed to 1
05.12.2019 16:37:03	8702472 ms	Event	Modbus App	Forced Control changed to 1
05.12.2019 16:37:03	8702492 ms	Event	controller	Output changed to 1
05.12.2019 16:37:10	8709745 ms	Info	Input	Input CLOSED changed to 0
05.12.2019 16:37:54	8754364 ms	Info	Input	Input OPEN changed to 1
05.12.2019 16:40:10	8890971 ms	Event	Modbus App	Forced Control changed to 2
05.12.2019 16:40:10	8890993 ms	Event	controller	Output changed to 0
05.12.2019 16:40:12	8893403 ms	Info	Input	Input OPEN changed to 0
05.12.2019 16:40:26	8906969 ms	Info	Input	Input CLOSED changed to 1
05.12.2019 16:43:17	9079453 ms	Event	Modbus App	Forced Control changed to 1
05.12.2019 16:43:17	9079479 ms	Event	controller	Output changed to 1
05.12.2019 16:43:24	9086747 ms	Info	Input	Input CLOSED changed to 0
05.12.2019 16:44:08	9131362 ms	Info	Input	Input OPEN changed to 1
05.12.2019 16:46:24	9267939 ms	Event	Modbus App	Forced Control changed to 2
05.12.2019 16:46:24	9267979 ms	Event	controller	Output changed to 0
05.12.2019 16:46:26	9270385 ms	Info	Input	Input OPEN changed to 0
05.12.2019 16:46:40	9283956 ms	Info	Input	Input CLOSED changed to 1
05.12.2019 16:49:31	9456419 ms	Event	Modbus App	Forced Control changed to 1
05.12.2019 16:49:31	9456466 ms	Event	controller	Output changed to 1
05.12.2019 16:49:38	9463734 ms	Info	Input	Input CLOSED changed to 0
05.12.2019 16:50:22	9508348 ms	Info	Input	Input OPEN changed to 1
05.12.2019 16:52:38	9644910 ms	Event	Modbus App	Forced Control changed to 2
05.12.2019 16:52:38	9644966 ms	Event	controller	Output changed to 0
05.12.2019 16:52:40	9647377 ms	Info	Input	Input OPEN changed to 0
05.12.2019 16:52:54	9660938 ms	Info	Input	Input CLOSED changed to 1
05.12.2019 16:55:45	9833432 ms	Event	Modbus App	Forced Control changed to 1
05.12.2019 16:55:45	9833454 ms	Event	controller	Output changed to 1
05.12.2019 16:55:52	9840692 ms	Info	Input	Input CLOSED changed to 0
05.12.2019 16:56:36	9885311 ms	Info	Input	Input OPEN changed to 1
05.12.2019 16:58:52	10021969 ms	Event	Modbus App	Forced Control changed to 2
05.12.2019 16:58:52	10022055 ms	Event	controller	Output changed to 0
05.12.2019 16:58:54	10024461 ms	Info	Input	Input OPEN changed to 0
05.12.2019 16:59:08	10038022 ms	Info	Input	Input CLOSED changed to 1
05.12.2019 17:01:59	10210442 ms	Event	Modbus App	Forced Control changed to 1
05.12.2019 17:01:59	10210446 ms	Event	controller	Output changed to 1
05.12.2019 17:02:06	10217714 ms	Info	Input	Input CLOSED changed to 0
05.12.2019 17:02:50	10262328 ms	Info	Input	Input OPEN changed to 1
05.12.2019 17:05:06	10399194 ms	Event	Modbus App	Forced Control changed to 2
05.12.2019 17:05:06	10399247 ms	Event	controller	Output changed to 0
05.12.2019 17:05:08	10401652 ms	Info	Input	Input OPEN changed to 0
05.12.2019 17:05:22	10415228 ms	Info	Input	Input CLOSED changed to 1
05.12.2019 17:08:14	10588451 ms	Event	Modbus App	Forced Control changed to 1
05.12.2019 17:08:14	10588534 ms	Event	controller	Output changed to 1
05.12.2019 17:08:21	10595767 ms	Info	Input	Input CLOSED changed to 0
05.12.2019 17:09:05	10640381 ms	Info	Input	Input OPEN changed to 1
05.12.2019 17:11:21	10777050 ms	Event	Modbus App	Forced Control changed to 2
05.12.2019 17:11:21	10777133 ms	Event	controller	Output changed to 0
05.12.2019 17:11:23	10779538 ms	Info	Input	Input OPEN changed to 0
05.12.2019 17:11:37	10793089 ms	Info	Input	Input CLOSED changed to 1
05.12.2019 17:14:28	10965512 ms	Event	Modbus App	Forced Control changed to 1
05.12.2019 17:14:28	10965519 ms	Event	controller	Output changed to 1
05.12.2019 17:14:35	10972788 ms	Info	Input	Input CLOSED changed to 0
05.12.2019 17:15:19	11017403 ms	Info	Input	Input OPEN changed to 1
05.12.2019 17:17:35	11154025 ms	Event	Modbus App	Forced Control changed to 2
05.12.2019 17:17:35	11154118 ms	Event	controller	Output changed to 0
05.12.2019 17:17:37	11156523 ms	Info	Input	Input OPEN changed to 0
05.12.2019 17:17:51	11170074 ms	Info	Input	Input CLOSED changed to 1
05.12.2019 17:20:42	11342575 ms	Event	Modbus App	Forced Control changed to 1
05.12.2019 17:20:42	11342604 ms	Event	controller	Output changed to 1
05.12.2019 17:20:49	11349882 ms	Info	Input	Input CLOSED changed to 0
05.12.2019 17:21:33	11394498 ms	Info	Input	Input OPEN changed to 1
05.12.2019 17:23:49	11531029 ms	Event	Modbus App	Forced Control changed to 2
05.12.2019 17:23:49	11531102 ms	Event	controller	Output changed to 0
05.12.2019 17:23:51	11533508 ms	Info	Input	Input OPEN changed to 0
05.12.2019 17:24:05	11547074 ms	Info	Input	Input CLOSED changed to 1
05.12.2019 17:26:56	11719612 ms	Event	Modbus App	Forced Control changed to 1
05.12.2019 17:26:56	11719688 ms	Event	controller	Output changed to 1
05.12.2019 17:27:03	11726952 ms	Info	Input	Input CLOSED changed to 0
05.12.2019 17:27:47	11771570 ms	Info	Input	Input OPEN changed to 1
05.12.2019 17:30:03	11908026 ms	Event	Modbus App	Forced Control changed to 2
05.12.2019 17:30:03	11908088 ms	Event	controller	Output changed to 0
05.12.2019 17:30:05	11910493 ms	Info	Input	Input OPEN changed to 0
05.12.2019 17:30:19	11924054 ms	Info	Input	Input CLOSED changed to 1
05.12.2019 17:33:10	12096549 ms	Event	Modbus App	Forced Control changed to 1
05.12.2019 17:33:10	12096574 ms	Event	controller	Output changed to 1
05.12.2019 17:33:17	12103813 ms	Info	Input	Input CLOSED changed to 0
05.12.2019 17:34:01	12148431 ms	Info	Input	Input OPEN changed to 1
05.12.2019 17:36:17	12285096 ms	Event	Modbus App	Forced Control changed to 2
05.12.2019 17:36:17	12285175 ms	Event	controller	Output changed to 0
05.12.2019 17:36:19	12287575 ms	Info	Input	Input OPEN changed to 0
05.12.2019 17:36:33	12301131 ms	Info	Input	Input CLOSED changed to 1
05.12.2019 17:39:24	12473594 ms	Event	Modbus App	Forced Control changed to 1
05.12.2019 17:39:24	12473661 ms	Event	controller	Output changed to 1
05.12.2019 17:39:31	12480900 ms	Info	Input	Input CLOSED changed to 0
05.12.2019 17:40:15	12525520 ms	Info	Input	Input OPEN changed to 1
05.12.2019 17:42:31	12662104 ms	Event	Modbus App	Forced Control changed to 2
05.12.2019 17:42:31	12662160 ms	Event	controller	Output changed to 0
05.12.2019 17:42:33	12664566 ms	Info	Input	Input OPEN changed to 0
05.12.2019 17:42:47	12678126 ms	Info	Input	Input CLOSED changed to 1
05.12.2019 17:45:38	12850649 ms	Event	Modbus App	Forced Control changed to 1
05.12.2019 17:45:38	12850747 ms	Event	controller	Output changed to 1
05.12.2019 17:45:45	12857985 ms	Info	Input	Input CLOSED changed to 0
05.12.2019 17:46:29	12902598 ms	Info	Input	Input OPEN changed to 1
05.12.2019 17:48:45	13039091 ms	Event	Modbus App	Forced Control changed to 2
05.12.2019 17:48:45	13039145 ms	Event	controller	Output changed to 0
05.12.2019 17:48:47	13041545 ms	Info	Input	Input OPEN changed to 0
05.12.2019 17:49:01	13055106 ms	Info	Input	Input CLOSED changed to 1
05.12.2019 17:51:52	13227690 ms	Event	Modbus App	Forced Control changed to 1
05.12.2019 17:51:52	13227731 ms	Event	controller	Output changed to 1
05.12.2019 17:51:59	13234569 ms	Info	Input	Input CLOSED changed to 0
05.12.2019 17:52:43	13279183 ms	Info	Input	Input OPEN changed to 1
05.12.2019 17:54:59	13416135 ms	Event	Modbus App	Forced Control changed to 2
05.12.2019 17:54:59	13416232 ms	Event	controller	Output changed to 0
05.12.2019 17:55:01	13418638 ms	Info	Input	Input OPEN changed to 0
05.12.2019 17:55:15	13432191 ms	Info	Input	Input CLOSED changed to 1
05.12.2019 17:58:06	13604703 ms	Event	Modbus App	Forced Control changed to 1
05.12.2019 17:58:06	13604716 ms	Event	controller	Output changed to 1
05.12.2019 17:58:13	13611975 ms	Info	Input	Input CLOSED changed to 0
05.12.2019 17:58:57	13656594 ms	Info	Input	Input OPEN changed to 1
05.12.2019 18:01:13	13793162 ms	Event	Modbus App	Forced Control changed to 2
05.12.2019 18:01:13	13793217 ms	Event	controller	Output changed to 0
05.12.2019 18:01:15	13795622 ms	Info	Input	Input OPEN changed to 0
05.12.2019 18:01:29	13809183 ms	Info	Input	Input CLOSED changed to 1
05.12.2019 18:04:20	13981672 ms	Event	Modbus App	Forced Control changed to 1
05.12.2019 18:04:20	13981705 ms	Event	controller	Output changed to 1
05.12.2019 18:04:27	13988968 ms	Info	Input	Input CLOSED changed to 0
05.12.2019 18:05:11	14033541 ms	Info	Input	Input OPEN changed to 1
05.12.2019 18:07:27	14170189 ms	Event	Modbus App	Forced Control changed to 2
05.12.2019 18:07:27	14170205 ms	Event	controller	Output changed to 0
05.12.2019 18:07:29	14172610 ms	Info	Input	Input OPEN changed to 0
05.12.2019 18:07:43	14186166 ms	Info	Input	Input CLOSED changed to 1
05.12.2019 18:10:34	14358725 ms	Event	Modbus App	Forced Control changed to 1
05.12.2019 18:10:34	14358792 ms	Event	controller	Output changed to 1
05.12.2019 18:10:41	14365650 ms	Info	Input	Input CLOSED changed to 0
05.12.2019 18:11:25	14410269 ms	Info	Input	Input OPEN changed to 1
05.12.2019 18:13:41	14547235 ms	Event	Modbus App	Forced Control changed to 2
05.12.2019 18:13:41	14547294 ms	Event	controller	Output changed to 0
05.12.2019 18:13:43	14549699 ms	Info	Input	Input OPEN changed to 0
05.12.2019 18:13:57	14563255 ms	Info	Input	Input CLOSED changed to 1
05.12.2019 18:16:48	14735741 ms	Event	Modbus App	Forced Control changed to 1
05.12.2019 18:16:48	14735781 ms	Event	controller	Output changed to 1
05.12.2019 18:16:55	14743014 ms	Info	Input	Input CLOSED changed to 0
05.12.2019 18:17:39	14787634 ms	Info	Input	Input OPEN changed to 1
05.12.2019 18:19:55	14924216 ms	Event	Modbus App	Forced Control changed to 2
05.12.2019 18:19:55	14924279 ms	Event	controller	Output changed to 0
05.12.2019 18:19:57	14926684 ms	Info	Input	Input OPEN changed to 0
05.12.2019 18:20:11	14940250 ms	Info	Input	Input CLOSED changed to 1
05.12.2019 18:23:02	15112743 ms	Event	Modbus App	Forced Control changed to 1
05.12.2019 18:23:02	15112765 ms	Event	controller	Output changed to 1
05.12.2019 18:23:09	15120023 ms	Info	Input	Input CLOSED changed to 0
05.12.2019 18:23:53	15164639 ms	Info	Input	Input OPEN changed to 1
05.12.2019 18:26:09	15301262 ms	Event	Modbus App	Forced Control changed to 2
05.12.2019 18:26:09	15301266 ms	Event	controller	Output changed to 0
05.12.2019 18:26:11	15303669 ms	Info	Input	Input OPEN changed to 0
05.12.2019 18:26:25	15317228 ms	Info	Input	Input CLOSED changed to 1
05.12.2019 18:29:16	15489810 ms	Event	Modbus App	Forced Control changed to 1
05.12.2019 18:29:16	15489847 ms	Event	controller	Output changed to 1
05.12.2019 18:29:23	15497114 ms	Info	Input	Input CLOSED changed to 0
05.12.2019 18:30:07	15541735 ms	Info	Input	Input OPEN changed to 1
05.12.2019 18:32:23	15678291 ms	Event	Modbus App	Forced Control changed to 2
05.12.2019 18:32:23	15678342 ms	Event	controller	Output changed to 0
05.12.2019 18:32:25	15680744 ms	Info	Input	Input OPEN changed to 0
05.12.2019 18:32:39	15694303 ms	Info	Input	Input CLOSED changed to 1
05.12.2019 18:35:30	15866786 ms	Event	Modbus App	Forced Control changed to 1
05.12.2019 18:35:30	15866823 ms	Event	controller	Output changed to 1
05.12.2019 18:35:37	15874061 ms	Info	Input	Input CLOSED changed to 0
05.12.2019 18:36:21	15918676 ms	Info	Input	Input OPEN changed to 1
05.12.2019 18:38:38	16056294 ms	Event	Modbus App	Forced Control changed to 2
05.12.2019 18:38:38	16056319 ms	Event	controller	Output changed to 0
05.12.2019 18:38:40	16058721 ms	Info	Input	Input OPEN changed to 0
